"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AA_4.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AB_3.Intensity"	"AB_4.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"AG_3.Intensity"	"AG_4.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BA_4.Intensity"	"BB_1.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BB_4.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"	"BG_3.Intensity"	"BG_4.Intensity"
"sp|Q7Z5Y7|KCD20_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27270308	0	0	0	0	0	21656864	0	0
"sp|Q7Z6B0|CCD91_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	4429658	4815257	0	0	7128056	0	0	0	0	0	0	0
"sp|Q7Z6E9|RBBP6_HUMAN"	"HUMAN"	127167970	257296930	134028400	500001600	120141840	190535170	178889310	597896260	248445760	130482210	216403310	138111000	257247740	147079060	189105230	677606300	100473260	110276080	469788700	587284160	101625150	208494320	127145096	189384320
"sp|Q7Z6J8|UBE3D_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2731394.2	0	0	0	0	0	0	0
"sp|Q7Z6J9|SEN54_HUMAN"	"HUMAN"	0	0	1409211.1	0	0	0	0	0	0	0	0	0	0	18095482	0	2366682.8	0	0	0	0	0	0	0	0
"sp|Q7Z6M1|RABEK_HUMAN"	"HUMAN"	0	0	0	30041104	25324582	0	19619692	8899508	34215116	0	0	0	33927200	0	9121876	0	15883571	0	9877468	12174243	9816811	10072961	10590680	5301773.5
"sp|Q7Z6V5|ADAT2_HUMAN"	"HUMAN"	34858250	39270824	41376732	0	40644930	44754676	36876324	45395810	36118796	30171496	0	27195036	35493532	42125896	35920988	52574028	40092670	37606260	53934500	0	44029348	46460076	36309850	53195064
"sp|Q7Z6Z7|HUWE1_HUMAN"	"HUMAN"	1314678500	864992640	1350832600	1430068900	1249765000	993603700	1503283100	3055417600	1600631300	1118226200	1479994500	1091191400	3903848700	1236920300	1878087400	1255832300	1721616900	1216550800	1342375000	2974707000	2725110800	1419590100	1670792800	1008914050
"sp|Q7Z739|YTHD3_HUMAN"	"HUMAN"	280049340	294442080	297713800	310301760	308910620	353755680	246531660	315695520	303183200	337345020	319927500	397763330	285873020	328584580	326351600	348529860	312043360	308455360	256280000	294784350	324544130	326588160	342577470	281543870
"sp|Q7Z7A3|CTU1_HUMAN"	"HUMAN"	79612300	39648980	59491852	19279274	145095120	6182869	28738896	0	139529890	34408204	0	0	41017780	71436310	66626692	18209028	87215160	59466620	0	0	80669220	69548410	12357451	0
"sp|Q7Z7C8|TAF8_HUMAN"	"HUMAN"	88943624	15406514	23869536	29670140	63764010	11253032	37614948	0	0	20496336	0	0	60184564	0	37803910	13867660	37246080	47262268	18149962	0	81818630	32412968	11513290	10328108
"sp|Q7Z7E8|UB2Q1_HUMAN"	"HUMAN"	50201460	79936980	83186730	66791824	80568616	74687650	94586340	81178990	65241584	78628456	109237340	108195970	2024267.5	35952964	125951760	62297104	40815330	32466426	31464982	34645468	0	89619230	84646080	74786936
"sp|Q7Z7F0|KHDC4_HUMAN"	"HUMAN"	52659956	18501944	35666200	0	29898502	42199810	0	54890384	68537640	53484500	25084684	18502298	101702240	15859279	61963970	0	75697170	63221676	60678930	0	50535690	26283700	23494566	15288110
"sp|Q7Z7F7|RM55_HUMAN"	"HUMAN"	46195044	46654628	49986212	47857490	47503636	93782350	90795970	91818990	97002000	47344500	52855544	0	21471552	86514560	0	0	92534650	91844860	101164790	0	98738720	84155850	51405330	25091738
"sp|Q7Z7H8|RM10_HUMAN"	"HUMAN"	0	11598593	50819964	0	0	57515188	76936370	0	9648050	96896910	46397796	51220144	71089096	59396536	0	0	104114040	61129584	46255500	0	0	56188704	46068544	0
"sp|Q7Z7K0|COXM1_HUMAN"	"HUMAN"	24886026	15086660	51836292	43019892	25843848	15659835	20743800	15075562	20480728	6648258.5	53551744	0	15243524	42493092	83045150	35232000	126803256	42362790	44421436	0	34934236	18156312	18882412	16889152
"sp|Q7Z7K6|CENPV_HUMAN"	"HUMAN"	142256060	118246420	141982180	152489730	178217920	174992370	245782670	149638780	153665070	191014340	204200860	212182820	261029200	231467500	235965780	171342380	184344350	232246660	141216000	169158430	144250500	137481580	177999140	108595310
"sp|Q7Z7M9|GALT5_HUMAN"	"HUMAN"	4057700.8	16408830	33754228	0	29626008	27097990	0	0	0	0	34342400	0	0	0	19895456	0	21265088	13627401	15910522	5772904	54489790	17019914	15895504	0
"sp|Q7Z7N9|T179B_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3713255.5	0	0	0	0	0	0	0	0
"sp|Q86SE9|PCGF5_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	3796689.2	0	0	0	0	0	4582638.5	2579231.8	4978439.5	0	0	2265166.2	0	3729469.5	0	0
"sp|Q86SF2|GALT7_HUMAN"	"HUMAN"	6437861	82853464	36766570	19181038	74243970	8141967.5	81433580	8531642	67734880	57706470	0	68985730	7521974.5	8826863	0	0	4031070.8	8965518	8297163	71629260	0	96093040	6190711.5	55002484
"sp|Q86SQ9|DHDDS_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11200917	4428768.5	0	0	0
"sp|Q86SX6|GLRX5_HUMAN"	"HUMAN"	255184510	210323920	367421950	378982340	285188320	283561800	349951800	375217340	223916580	389614560	368257200	359857500	404070880	281600900	272069150	358338720	274735300	391522200	341339600	313753340	201421400	366638900	261994500	206070740
"sp|Q86SZ2|TPC6B_HUMAN"	"HUMAN"	4153138	6466844	0	0	0	0	2089556.8	8003072	887998.7	4975412.5	0	14594067	12748606	0	0	3714669.2	8252198.5	0	0	0	0	5799399	4318358.5	0
"sp|Q86T03|PP4P1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105902820	0
"sp|Q86T24|KAISO_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3960814.5
"sp|Q86TB9|PATL1_HUMAN"	"HUMAN"	11609281	53352304	55988696	0	12515591	42453490	93382760	21192842	21723108	30217716	0	20703652	30553212	20983848	51675376	30343586	33597196	30488780	17201670	21881800	38961532	50189964	0	39819670
"sp|Q86TI2|DPP9_HUMAN"	"HUMAN"	81211410	240607410	146898380	26226622	53480496	1645906.2	14660437	51174900	3298774.5	199854750	211831900	4646901	70843480	57014212	204715520	112812280	155310910	63654490	20132378	87807720	46526612	89091620	21968784	15437362
"sp|Q86TJ2|TAD2B_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86TP1|PRUN1_HUMAN"	"HUMAN"	24607116	2868913.2	58917804	52057010	67349530	18466864	22850414	28745166	66058890	92636960	49245164	25468860	119271920	72300590	90548190	44585636	100367510	64955276	37172724	27626634	84004680	71421710	34058588	36338770
"sp|Q86TS9|RM52_HUMAN"	"HUMAN"	0	13757773	7946783	0	0	0	0	0	6012325	0	0	0	8996694	5850930	0	0	0	0	0	0	8808112	0	0	0
"sp|Q86TU7|SETD3_HUMAN"	"HUMAN"	16702838	0	0	0	30512654	0	30011588	0	20688880	18674740	35978670	32803102	53212068	0	0	0	0	5599407.5	0	0	0	0	0	0
"sp|Q86U06|RBM23_HUMAN"	"HUMAN"	0	6863266	1806675.5	0	1082061.8	0	0	9251172	1708472.9	1770780.6	9226936	0	9370617	0	0	9074774	2358725	4556509.5	0	0	0	0	6288126	5862320.5
"sp|Q86U28|ISCA2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86U38|NOP9_HUMAN"	"HUMAN"	772880450	797966400	849187500	721909440	796957300	848550100	1133115100	21547360	920647100	721644000	935690050	45422030	572664800	665537500	571157400	45710190	563108160	515290000	725268800	52189164	752489200	673997760	750116700	53826804
"sp|Q86U42|PABP2_HUMAN"	"HUMAN"	2604546600	2592094200	3518304000	2996488200	2650761700	2858547200	2834969300	2891686400	2720887000	3736893000	2964535300	2879442400	3606280700	3373910300	3514296800	2763431700	2303835000	3292257800	3548503600	3384861000	2835456800	3374455600	3536322800	2814363000
"sp|Q86U44|MTA70_HUMAN"	"HUMAN"	100635660	49545452	293251740	53947596	45353396	69980540	304569280	59848976	157879780	103758130	264857540	41491570	112789010	64072212	276418750	70788370	246967700	238103520	21975086	52637944	105327540	232265060	242118900	65091612
"sp|Q86U70|LDB1_HUMAN"	"HUMAN"	103141630	132951230	94037310	77898010	0	101873240	87030560	105907016	52554060	10230791	165917500	12320144	102852856	73547020	145662270	110821600	46021116	71994950	46288964	124799940	89002536	143925070	109386460	30815224
"sp|Q86U86|PB1_HUMAN"	"HUMAN"	11596490	50700870	110178110	0	30952144	50539364	41064016	16597172	106538430	58896704	34666464	38546764	95322580	45212024	66261856	7906707.5	101189180	73768150	82789600	49274636	51145560	25143590	27721022	0
"sp|Q86U90|YRDC_HUMAN"	"HUMAN"	279624830	425845400	310065020	242217310	602241500	433544800	330866100	198775620	312784300	419197020	293375870	227781500	697263940	551791300	354135400	206362610	386531300	535385440	128200990	202252530	368274620	506531400	289368860	264702990
"sp|Q86UA1|PRP39_HUMAN"	"HUMAN"	44916050	12290771	8656420	0	15576320	0	18090470	0	36217170	5126492	7683240.5	0	35311296	29726004	0	3493803.8	16183623	15368261	0	0	25705596	0	0	11924652
"sp|Q86UA6|RIP_HUMAN"	"HUMAN"	0	0	236712020	0	0	0	0	0	0	244642660	0	0	223264210	255110780	231583470	0	0	0	0	0	275225180	253149800	0	0
"sp|Q86UD0|SAPC2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86UE4|LYRIC_HUMAN"	"HUMAN"	204662600	181120540	47614700	519480400	156726540	489789860	84498696	24227756	208916620	246250530	80243190	152795900	124726070	238941200	620480300	158574580	156911100	185800980	703755970	94588030	303482240	201262580	622596400	233029890
"sp|Q86UE8|TLK2_HUMAN"	"HUMAN"	0	0	3921014	0	0	0	0	3236583.2	0	1858289.5	0	3670993.2	0	0	0	1421310.4	0	0	0	0	0	20202402	0	0
"sp|Q86UK7|ZN598_HUMAN"	"HUMAN"	227820340	243463310	219675400	250118930	277964060	138817300	485206270	137819820	255820030	243427250	256073860	113684536	341609150	298276480	573649660	472816100	250967170	232129650	158559790	200861470	312634500	574032800	187111420	152990530
"sp|Q86UP2|KTN1_HUMAN"	"HUMAN"	350639840	515696160	367227360	467739520	422265000	342411740	838693950	500455100	513876030	828461630	664778200	442035900	493405000	643573500	913126660	406235170	480726200	493900130	294084380	418314500	575671740	336014240	555480200	406358200
"sp|Q86US8|EST1A_HUMAN"	"HUMAN"	0	0	0	67290730	0	72920340	0	49067964	29607100	70477930	0	36495790	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86UU1|PHLB1_HUMAN"	"HUMAN"	0	1380463.1	0	0	0	0	79539144	4215101	0	0	0	0	0	0	86292670	0	0	1514369.1	81580776	89205920	0	57125220	0	76398456
"sp|Q86UV5|UBP48_HUMAN"	"HUMAN"	424478940	262870140	436545570	438680830	379595800	434531620	470621440	478262850	360954020	393439070	320817950	337535230	538720060	396577400	340547800	383893660	413727970	556147900	443535900	413716450	596188300	434692400	422342370	243297970
"sp|Q86UX7|URP2_HUMAN"	"HUMAN"	4935420000	5077367300	4981428000	9804421000	5604265500	4801144300	5219432400	4615596500	4496490500	5743089700	5633540000	4905681000	5099978000	5366200000	5473677300	5445220400	5681852000	5091688000	4464407600	4300207000	4249124400	4758971000	5660260400	3993935400
"sp|Q86UY5|FA83A_HUMAN"	"HUMAN"	8470701	9162483	0	6855454	13247226	14796710	10120986	46028456	12121167	28159212	30423796	0	32060160	10815611	11653930	17240428	27064832	19799656	0	22821204	12825337	31960748	10794147	0
"sp|Q86UY6|NAA40_HUMAN"	"HUMAN"	0	0	7245122	0	21428320	20739556	0	0	0	19808008	0	0	0	7869823.5	0	0	0	19798734	21940118	7426822.5	1682271.2	0	0	0
"sp|Q86V21|AACS_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86V48|LUZP1_HUMAN"	"HUMAN"	10249386	8037768.5	0	12207722	7793764	0	10539994	26328212	0	9820837	0	7776283	9856983	36894210	16723748	0	21231184	0	19821604	0	23194974	36384650	13090051	18953168
"sp|Q86V59|PNM8A_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	6949137	0	1454646.5	0	0	0	0	0	0	0	99957384	0	6094600
"sp|Q86V81|THOC4_HUMAN"	"HUMAN"	3427525400	3252868400	3353853400	3797628400	3525722600	3157274600	3713890000	3436183600	3360982800	3487838500	3787957000	3358088000	4555425000	3450590500	3329735700	3571507200	3600055600	3421585400	3403514400	3270881800	3394309400	3324456200	3286047700	2538654500
"sp|Q86VM9|ZCH18_HUMAN"	"HUMAN"	897963900	882733900	845339970	818037440	802807100	1193100200	1149651200	949962560	1184277800	758700200	1024131900	795426700	1037010050	700257660	818593340	852438200	793210300	1014353900	1055350700	983396200	993682300	986798500	770098200	820296640
"sp|Q86VN1|VPS36_HUMAN"	"HUMAN"	7281399.5	40155630	45508784	42385184	33740800	0	8689136	33825180	188737260	28580648	0	27338394	209996130	25046036	46879536	27318498	9884099	41887600	43527640	53557196	49070530	10475884	41495584	40650744
"sp|Q86VP1|TAXB1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11394758	1155188	0	0	1393124.8
"sp|Q86VP6|CAND1_HUMAN"	"HUMAN"	4912471000	4610757600	4689278500	4353965000	4817032700	4883385300	4864890400	4434015700	4354777600	5008826400	5294007300	4352234000	7032350000	5063246300	5923218400	4886643000	5134323700	5451255000	5197952500	4652839000	5033765000	5041503000	5724923400	4409340000
"sp|Q86VR2|RETR3_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8442572
"sp|Q86VS8|HOOK3_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	12881028	0	30172156	0	0	15313012	3895614.5	39326216	10305951	0	43694676	0	0	0	32778914	0
"sp|Q86VU5|CMTD1_HUMAN"	"HUMAN"	24980126	22677820	25486584	0	23875196	18842980	23705880	20390858	6970042	0	0	0	32138018	31566350	16741151	19186854	21644246	23391366	27277116	19128870	26881622	26291376	0	21340136
"sp|Q86VX2|COMD7_HUMAN"	"HUMAN"	0	0	0	9499897	0	0	0	10828831	0	0	11314798	0	0	0	8910265	46534330	0	0	0	23864792	0	25746374	42276172	0
"sp|Q86VZ5|SMS1_HUMAN"	"HUMAN"	0	0	14375209	0	11372232	0	16499772	0	0	0	0	0	14752928	2273188	0	0	0	0	0	14303030	0	0	0	0
"sp|Q86W42|THOC6_HUMAN"	"HUMAN"	395060350	287143940	281507550	272430430	405794430	289764500	425455500	192200240	421789570	278914980	315357860	178355790	442282700	420257380	215340880	262210720	270357600	285464860	306969570	215230830	368210370	388088960	193578640	269156800
"sp|Q86W50|MET16_HUMAN"	"HUMAN"	0	0	29014324	40881496	33810388	0	28030172	23098928	22975720	3408319.5	4443817	0	0	43699200	20421300	0	7121186.5	0	63032890	49687612	9538561	0	0	0
"sp|Q86W56|PARG_HUMAN"	"HUMAN"	39339412	55641264	63717920	61272076	77546180	69197330	62722164	36685964	29964952	70218070	46908090	63907028	91970430	67823160	81749030	69027416	83569224	74858730	60585240	0	77852424	47374028	78160520	51826316
"sp|Q86WB0|ZC3C1_HUMAN"	"HUMAN"	262895980	206132830	389179230	211728900	418895700	277084060	354135260	397441120	287258720	275037150	467794880	304383800	331578400	176349940	385495520	229687360	216776050	553885630	345516700	327841380	283628380	337399840	392114270	337304480
"sp|Q86WJ1|CHD1L_HUMAN"	"HUMAN"	21104028	131232536	123086550	17604048	117041360	114972010	503600540	20724892	453621380	122567576	0	16983062	30325530	30807038	141814400	13036227	108140616	15023275	18535082	32683366	103222460	27530794	27623048	29771548
"sp|Q86WN1|FCSD1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270552.9	0	0	0	0
"sp|Q86WP2|GPBP1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	2945978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86WQ0|NR2CA_HUMAN"	"HUMAN"	89276550	62327280	58391864	18661916	60609896	50641680	73112520	28542026	62540500	49526572	66424600	55459864	78007760	81413440	52929976	81494420	56239732	78132610	69324056	22263890	71201790	47328676	81207520	57848936
"sp|Q86WR0|CCD25_HUMAN"	"HUMAN"	35089170	50230132	0	45170148	44651276	0	62780164	47516452	46395630	0	44451708	0	36328490	150529200	89759520	33336432	0	41578696	0	0	103718530	50213890	0	0
"sp|Q86WR7|PRSR2_HUMAN"	"HUMAN"	0	0	0	0	0	0	10403063	0	0	3603328.5	0	0	0	0	5928989.5	0	3625094.8	0	0	0	0	0	0	0
"sp|Q86WX3|AROS_HUMAN"	"HUMAN"	19773700	26899220	0	0	0	30665620	2309167.2	0	30854158	18120184	0	0	23196874	28831418	0	0	29317178	0	0	0	35440172	0	0	40664396
"sp|Q86X10|RLGPB_HUMAN"	"HUMAN"	0	0	0	0	0	1363334.1	0	0	0	0	0	5930525	5248759	2905465	0	21177458	0	0	0	0	16879088	0	0	0
"sp|Q86X29|LSR_HUMAN"	"HUMAN"	6443923.5	0	0	101491416	56411220	24256916	0	0	0	3921265.8	0	22298784	0	38881908	32046680	0	0	36503420	53894484	0	0	10350982	5396160	0
"sp|Q86X53|ERIC1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335674.8	0	0	0	0	0	0	0
"sp|Q86X55|CARM1_HUMAN"	"HUMAN"	620736450	830728900	768543040	1018002100	816443100	781944100	893955200	707491650	910388400	761079400	914720300	677679300	969660740	984743400	1068906050	737443600	834070600	744290300	1058435900	683623700	853756500	981022140	839352200	604581760
"sp|Q86X76|NIT1_HUMAN"	"HUMAN"	0	0	0	34585668	0	0	0	42794616	15698670	17067226	0	42662420	0	0	21582180	40597092	20838710	0	0	46330610	0	0	0	45734516
"sp|Q86X83|COMD2_HUMAN"	"HUMAN"	52608576	61202176	90627416	16103851	24414822	0	86537840	42053736	68312120	47154980	73942870	0	65503532	77834216	0	33565556	84712660	71891250	31759136	122644260	60632130	48005400	46214364	77647070
"sp|Q86XA9|HTR5A_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86XI2|CNDG2_HUMAN"	"HUMAN"	6718705.5	60429380	62118190	40304200	64076064	63761900	22975556	79078220	24879868	64736310	71497120	63503296	170326380	58284090	53732964	87498984	115725830	85944140	57049200	68826860	49794150	95236410	82757900	81056220
"sp|Q86XK2|FBX11_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	32046100	0	0	0	44123868	0	0	0	0	0	0	0	0	0
"sp|Q86XL3|ANKL2_HUMAN"	"HUMAN"	0	12932968	0	0	0	0	0	0	0	4713158.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86XP3|DDX42_HUMAN"	"HUMAN"	2099722800	1455121200	1911512300	1668193000	1592655100	1829186600	1896663600	1796221700	1460904000	1936862500	1740830100	1356085900	2779231200	1592706300	2069145000	1733250400	1581403100	1795230100	1674912300	1653694600	1491986400	2121602600	1924744000	1751322800
"sp|Q86XR8|CEP57_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86Y39|NDUAB_HUMAN"	"HUMAN"	77091570	25229120	88797210	0	90371064	27750974	97333730	89217140	82998460	116522230	92284450	32273208	67612480	21242432	81143880	53666400	61329890	94175500	75164120	0	46584390	43653636	84103750	0
"sp|Q86Y46|K2C73_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86Y56|DAAF5_HUMAN"	"HUMAN"	411724830	244492590	563195840	432522400	523576420	443699070	401689280	508240600	284801730	445080600	371080640	509790880	563882940	254623760	647518600	434788200	418575170	509806530	402420900	382316640	224468690	496203870	321859170	489891500
"sp|Q86Y79|PTH_HUMAN"	"HUMAN"	7282673.5	0	0	0	0	19453422	0	0	0	7031108	0	0	0	0	0	0	30777012	7185937	0	0	0	0	0	0
"sp|Q86Y82|STX12_HUMAN"	"HUMAN"	88897690	75139070	0	0	80967180	53206170	3338713.5	0	80800980	0	0	3542591.5	99960880	81050830	188626260	0	91318616	106087970	0	183162260	40367652	0	94465500	1201616.2
"sp|Q86Y91|KI18B_HUMAN"	"HUMAN"	0	0	0	0	0	0	6429007.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4365459.5	3634594	0
"sp|Q86YH6|DLP1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	2541795.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q86YM7|HOME1_HUMAN"	"HUMAN"	0	0	5148648	0	2841693.8	0	0	0	0	0	0	0	830155.7	0	0	0	0	0	0	882229.44	0	0	0	0
"sp|Q86YP4|P66A_HUMAN"	"HUMAN"	871829500	831874200	721177800	627956860	878894340	766553300	1054577900	678339460	793487400	841695400	813367040	573915800	950899800	808884860	807941250	836214460	721114700	823730240	703911900	645373500	893696960	876361600	781158340	651258100
"sp|Q86YS7|C2CD5_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IU60|DCP2_HUMAN"	"HUMAN"	17771330	27284772	0	8585969	20481452	24500614	45272160	21960262	18800480	30767824	22142140	17638046	29919020	18912816	26599416	6171024	25566594	13995701	0	26715420	39601610	33524156	26185712	16699794
"sp|Q8IU81|I2BP1_HUMAN"	"HUMAN"	215994480	59473016	189854400	421100860	172447170	103066990	470108900	397555170	159752030	105317680	463396220	428418530	172434220	194613550	438485150	390140130	198229090	169515490	91664960	219671260	100183250	153094620	36046236	87256370
"sp|Q8IUE6|H2A2B_HUMAN"	"HUMAN"	925040500	1017125200	962024700	1053257400	989720800	965366900	1304956900	1079488800	1005427300	976181400	1081238300	1116734800	836917570	1030430900	962318340	1066401800	738374900	973050200	1055172300	1108583200	1062932600	975938750	1064858750	1169955200
"sp|Q8IUF1|ZNG1B_HUMAN"	"HUMAN"	0	24063562	34036560	26649728	26758464	29215176	29291884	0	26566530	58884936	51085544	29226316	51860104	3156082.2	60646596	17201440	63371480	53193000	49445990	0	42760710	23663302	46429996	56049104
"sp|Q8IUF8|RIOX2_HUMAN"	"HUMAN"	77478344	84065460	75309460	104600970	72135600	64130110	96497224	77305840	74331310	83747650	91888750	81993510	49941724	86518900	93557950	44166560	30811496	65094864	57254548	77256584	86654480	99403304	96612770	41891624
"sp|Q8IUH3|RBM45_HUMAN"	"HUMAN"	12029266	0	0	21040870	1829724.4	0	0	13539539	0	18838084	27867690	0	19487800	23809630	0	23648614	4749722	12478360	19349250	23734794	4011895.5	21468270	22911834	45136960
"sp|Q8IUI8|CRLF3_HUMAN"	"HUMAN"	135079790	173493470	119644750	110786670	246834080	81834340	223899680	204331300	268163020	251886340	148646110	179087490	143761020	228552400	248920780	214168050	295263230	120155440	122714904	312995400	239489010	250446600	90452830	238532460
"sp|Q8IUR0|TPPC5_HUMAN"	"HUMAN"	23958562	0	52452064	0	0	0	75248370	0	0	0	68973490	7945821	0	0	183375680	193037490	0	0	0	200121970	199315600	194585490	206948140	0
"sp|Q8IUR7|ARMC8_HUMAN"	"HUMAN"	24403170	0	14508396	52441076	17480642	29393196	16222454	5382493.5	13330947	34997988	30431494	36902464	41722650	12111912	25631572	33767004	37351570	17388206	15700473	43365964	19070920	31223924	30414662	42731844
"sp|Q8IUX1|T126B_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15411014	0	0	0
"sp|Q8IV08|PLD3_HUMAN"	"HUMAN"	126029980	20361372	56975070	112411570	109326370	246731860	56644590	92055770	97519576	108025230	44819550	284549100	201123730	276451740	107565210	87661340	81451660	222689390	117245150	147522940	60541692	145962030	146596480	60805590
"sp|Q8IV38|ANKY2_HUMAN"	"HUMAN"	158175500	144437650	291200700	39874548	197168130	84320140	151300370	141376640	120125336	111964216	171028770	156218960	205843260	122609830	51627256	109748456	147966740	238049730	90983200	119352680	175163070	160916320	33083920	147113360
"sp|Q8IV48|ERI1_HUMAN"	"HUMAN"	205316260	112818990	93861336	160263380	79729320	98562520	19985084	105213140	144952030	233122020	163467570	0	152744110	115652450	168232620	109996800	148810140	0	112870130	0	187371000	132049304	98701950	181617090
"sp|Q8IV50|LYSM2_HUMAN"	"HUMAN"	0	0	0	0	0	0	6625955	0	0	0	0	0	0	0	10582139	0	0	0	0	0	0	0	0	0
"sp|Q8IV63|VRK3_HUMAN"	"HUMAN"	9443859	0	10342809	6681531.5	10190877	4839311	0	0	11889689	15410211	9146235	0	16555246	3629108.5	600694.5	8034970	13115440	0	8821957	6209960.5	10236505	4265023	9325163	9008183
"sp|Q8IVD9|NUDC3_HUMAN"	"HUMAN"	81562910	166989100	43177404	0	103694470	95356264	71109336	0	42541184	40805308	145860450	0	112375250	114982870	80127850	30589042	60762350	83222120	0	16684665	55008720	93895520	64484320	70814800
"sp|Q8IVH2|FOXP4_HUMAN"	"HUMAN"	0	0	0	0	0	0	3387362.5	0	0	0	1889228.1	0	0	0	0	0	0	0	0	6185342.5	0	0	0	0
"sp|Q8IVI9|NOSTN_HUMAN"	"HUMAN"	22577660	186622740	198226080	363416800	29365098	411720100	166182770	403290140	52391612	224915700	382499800	225522880	388233540	218730110	381528130	251345540	28482708	214577660	321620060	346150100	222955700	385389600	376605900	0
"sp|Q8IVM0|CCD50_HUMAN"	"HUMAN"	417682080	438069540	92095064	0	527602800	348013800	430442750	8855050	462575970	77275430	90157220	54099212	244348000	80140520	75928310	105297260	60282424	68917600	91979670	7587316	240394560	219197280	102657100	10590873
"sp|Q8IVS2|FABD_HUMAN"	"HUMAN"	0	21581808	25350392	18170152	79437830	26898094	27101224	255343170	13094183	30012716	2315480	283868770	38292410	16858560	10757897	20062312	0	16820972	14449767	85960616	15342891	19683220	104944780	0
"sp|Q8IVW6|ARI3B_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IW35|CEP97_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q8IWA0|WDR75_HUMAN"	"HUMAN"	852083800	768526100	909256200	714040260	892783400	715334200	923291400	691139500	983703900	608038460	672997440	703048700	1094151000	726919940	1024334140	819453800	960254600	771974400	706847300	675669950	888851000	852964900	681928800	763422400
"sp|Q8IWA4|MFN1_HUMAN"	"HUMAN"	0	0	0	5887615.5	0	0	0	0	0	7447909	6520430.5	0	0	0	0	7597325	0	0	0	6743509	0	6427830.5	2589696.2	5883307
